Valence,Arousal,Dominance,Audio Energy
"5.507142857142857","4.384166666666667","5.336785714285716","0.06442489906482758"
"4.977857142857142","4.002142857142856","5.3621428571428575","0.16416041454231933"
"5.881363636363636","4.732727272727273","5.654090909090909","0.1660862986843219"
"4.746","3.9839999999999995","5.1579999999999995","0.3345878614675734"
"5.287272727272727","4.054545454545454","5.453636363636364","0.35714348155412895"
"5.714857142857143","3.7305714285714284","5.700285714285715","0.35646352830737393"
"5.174498777506113","4.302078239608802","5.238410757946211","0.1725158046277899"
"5.65090909090909","3.772727272727273","5.416969696969697","0.2902721571577627"
"5.445764705882353","4.122000000000001","5.404000000000001","0.23755278473570127"
"5.114475138121547","4.061602209944751","5.277900552486187","0.10932495253069456"
"5.272499999999999","4.08925","5.334","0.05114786440406186"
"5.2459999999999996","4.114666666666667","5.363333333333333","0.010979158397094823"
"4.615","3.6775","5.0725","0.10165419175554637"
"5.378461538461538","4.167692307692308","5.398461538461539","0.14044631740314634"
"5.375","3.95","5.2475000000000005","0.13958784889718107"
"4.906428571428571","3.7364285714285708","5.234999999999999","0.10155608412330609"
"5.3277777777777775","4.573333333333333","5.605555555555556","0.09422197236032341"
"5.036861313868613","4.115985401459854","5.304963503649635","0.01930414511217835"
"5.305934065934066","4.126153846153846","5.300769230769231","0.03459318093587379"
"5.6053125","3.7384375000000003","5.2993749999999995","0.024727509279305494"
"4.927627118644068","4.03728813559322","5.256271186440678","0.029345403900781736"
"5.340471698113209","4.165754716981131","5.282452830188679","0.03358099373009026"
"5.34120253164557","4.211265822784809","5.387215189873418","0.0098378455911814"
"5.5287500000000005","4.0565625","5.4506250000000005","0.015191133594342595"
"5.832","3.7640000000000002","6.023999999999999","0.021028701290834177"
"5.236666666666667","3.4049999999999994","5.55","0.07912076178843311"
"6.042","3.886","5.346","0.02996923195761258"
"5.735714285714287","3.85952380952381","5.5304761904761905","0.04479724613008361"
"5.581250000000001","3.8356250000000003","5.3950000000000005","0.05680091985714405"
"5.330488888888889","4.153333333333333","5.382844444444444","0.07198471040320556"
"5.185625","4.212604166666666","5.228020833333334","0.030206794610556545"
"6.272857142857143","4.384285714285714","5.45857142857143","0.09201653223773065"
"5.70763440860215","4.188817204301074","5.388709677419355","0.023591770955614492"
"4.656666666666666","4.022500000000001","5.020833333333333","0.011199004850389367"
"5.332165605095541","4.158280254777071","5.377006369426751","0.05018062152168752"
"5.251621621621622","4.13918918918919","5.564864864864866","0.05224758506130592"
"5.315416666666667","4.124375","5.536458333333333","0.07207667488185451"
"5.287058823529412","4.004117647058823","5.496078431372548","0.10194580800931415"
"5.507272727272728","4.154545454545455","5.397272727272727","0.09094389345079722"
"5.482142857142857","4.090714285714285","5.667142857142857","0.1597916129112253"
"5.4205","4.025","5.464499999999999","0.1355384748021614"
