Movie,Valence,Arousal,Genre
labor-of-love,5.72752929526,3.90926885625,Romance
labyrinth,5.69663000978,4.00296676442,Family
labyrinth,5.69663000978,4.00296676442,Fantasy
labyrinth,5.69663000978,4.00296676442,Adventure
labyrinth,5.69663000978,4.00296676442,Musical
lake-placid,5.55503173164,4.11358114234,Action
lake-placid,5.55503173164,4.11358114234,Comedy
lake-placid,5.55503173164,4.11358114234,Horror
lake-placid,5.55503173164,4.11358114234,Thriller
land-of-the-dead,5.51769290928,4.08123566215,Action
land-of-the-dead,5.51769290928,4.08123566215,Horror
land-of-the-dead,5.51769290928,4.08123566215,Thriller
larry-crowne,5.80213309717,3.99742408907,Comedy
larry-crowne,5.80213309717,3.99742408907,Drama
larry-crowne,5.80213309717,3.99742408907,Romance
last-chance-harvey,5.74943289225,3.99127914304,Drama
last-chance-harvey,5.74943289225,3.99127914304,Romance
last-tango-in-paris,5.76339812115,4.02764820214,Drama
last-tango-in-paris,5.76339812115,4.02764820214,Romance
law-abiding-citizen,5.4815982906,4.03085982906,Crime
law-abiding-citizen,5.4815982906,4.03085982906,Drama
law-abiding-citizen,5.4815982906,4.03085982906,Thriller
legion,5.53303259727,4.12227129338,Action
legion,5.53303259727,4.12227129338,Fantasy
legion,5.53303259727,4.12227129338,Horror
legion,5.53303259727,4.12227129338,Thriller
les-miserables,5.61710260424,4.05123096627,Drama
les-miserables,5.61710260424,4.05123096627,Musical
les-miserables,5.61710260424,4.05123096627,Romance
leviathan,5.47283594864,3.98727817404,Horror
leviathan,5.47283594864,3.98727817404,Sci-Fi
leviathan,5.47283594864,3.98727817404,Thriller
liar-liar,5.69760875367,4.06935414999,Comedy
liar-liar,5.69760875367,4.06935414999,Fantasy
life-of-pi,5.71702045455,4.00414090909,Adventure
life-of-pi,5.71702045455,4.00414090909,Drama
life,5.62663536527,4.05325163139,Comedy
life,5.62663536527,4.05325163139,Drama
limitless,5.64498532495,4.00091194969,Mystery
limitless,5.64498532495,4.00091194969,Sci-Fi
limitless,5.64498532495,4.00091194969,Thriller
lincoln,5.50483083362,4.02641611441,Drama
lincoln,5.50483083362,4.02641611441,History
little-athens,5.5175618508,4.00713314448,Comedy
little-athens,5.5175618508,4.00713314448,Drama
little-nicky,5.67338271605,4.11434567901,Comedy
little-nicky,5.67338271605,4.11434567901,Fantasy
little-nicky,5.67338271605,4.11434567901,Horror
living-in-oblivion,5.73355444305,4.02072841051,Comedy
living-in-oblivion,5.73355444305,4.02072841051,Drama
"lock,-stock-and-two-smoking-barrels",5.58020155364,4.10581986143,Crime
"lock,-stock-and-two-smoking-barrels",5.58020155364,4.10581986143,Thriller
"lock,-stock-and-two-smoking-barrels",5.58020155364,4.10581986143,Comedy
logan's-run,5.64127775535,4.04222648365,Action
logan's-run,5.64127775535,4.04222648365,Adventure
logan's-run,5.64127775535,4.04222648365,Sci-Fi
lone-star,5.62835415853,3.97401600937,Crime
lone-star,5.62835415853,3.97401600937,Drama
lone-star,5.62835415853,3.97401600937,Mystery
looper,5.55295196062,4.05283313529,Action
looper,5.55295196062,4.05283313529,Crime
looper,5.55295196062,4.05283313529,Sci-Fi
lord-of-illusions,5.50388063525,4.06898309426,Fantasy
lord-of-illusions,5.50388063525,4.06898309426,Horror
lord-of-illusions,5.50388063525,4.06898309426,Thriller
lord-of-war,5.5440511509,4.11065984655,Crime
lord-of-war,5.5440511509,4.11065984655,Drama
lord-of-war,5.5440511509,4.11065984655,Thriller
lost-highway,5.6645109152,3.94411418976,Drama
lost-highway,5.6645109152,3.94411418976,Mystery
lost-highway,5.6645109152,3.94411418976,Thriller
lost-highway,5.6645109152,3.94411418976,Horror
lost-horizon,5.74887016673,3.99963994324,Adventure
lost-horizon,5.74887016673,3.99963994324,Fantasy
lost-horizon,5.74887016673,3.99963994324,Sci-Fi
lost-horizon,5.74887016673,3.99963994324,Drama
lost-horizon,5.74887016673,3.99963994324,Mystery
lost-in-space,5.64261305678,4.08039442367,Action
lost-in-space,5.64261305678,4.08039442367,Adventure
lost-in-space,5.64261305678,4.08039442367,Sci-Fi
lost-in-translation,5.88774555043,3.95588332235,Comedy
lost-in-translation,5.88774555043,3.95588332235,Drama
lost-in-translation,5.88774555043,3.95588332235,Romance
love-and-basketball,5.73435278337,4.04042477085,Drama
love-and-basketball,5.73435278337,4.04042477085,Romance
machete,5.50548658261,4.17624959586,Action
machete,5.50548658261,4.17624959586,Thriller
machine-gun-preacher,5.63530167315,4.01897245226,Action
machine-gun-preacher,5.63530167315,4.01897245226,Crime
magnolia,5.69567753216,4.05171225178,Drama
major-league,5.65951758261,3.94738646404,Comedy
malibu's-most-wanted,5.60093662367,4.13917835109,Comedy
man-in-the-iron-mask,5.56434445178,4.03460535007,Action
man-in-the-iron-mask,5.56434445178,4.03460535007,Adventure
man-in-the-iron-mask,5.56434445178,4.03460535007,Drama
man-on-fire,5.60541455751,4.00321696631,Action
man-on-fire,5.60541455751,4.00321696631,Crime
man-on-fire,5.60541455751,4.00321696631,Drama
man-on-fire,5.60541455751,4.00321696631,Thriller
man-on-the-moon,5.64929520508,4.12521856345,Comedy
man-on-the-moon,5.64929520508,4.12521856345,Drama
man-trouble,5.63847454545,3.95197454545,Comedy
man-trouble,5.63847454545,3.95197454545,Romance
margaret,5.77621184211,4.04189342105,Drama
margin-call,5.72225608195,3.90023559539,Drama
margin-call,5.72225608195,3.90023559539,Thriller
margot-at-the-wedding,5.74769411213,3.9931433263,Comedy
margot-at-the-wedding,5.74769411213,3.9931433263,Drama
"mariachi,-e",5.56676534296,4.02329963899,Action
"mariachi,-e",5.56676534296,4.02329963899,Crime
"mariachi,-e",5.56676534296,4.02329963899,Thriller
"mariachi,-e",5.56676534296,4.02329963899,Western
marley-&-me,5.88693324937,3.95650713686,Comedy
marley-&-me,5.88693324937,3.95650713686,Drama
marley-&-me,5.88693324937,3.95650713686,Family
marley-&-me,5.88693324937,3.95650713686,Romance
martha-marcy-may-marlene,5.86522297297,3.98579054054,Drama
martha-marcy-may-marlene,5.86522297297,3.98579054054,Thriller
master-and-commander,5.5464497992,3.99087751004,Action
master-and-commander,5.5464497992,3.99087751004,Adventure
master-and-commander,5.5464497992,3.99087751004,Drama
max-payne,5.50318222381,3.96496341246,Action
max-payne,5.50318222381,3.96496341246,Crime
max-payne,5.50318222381,3.96496341246,Drama
max-payne,5.50318222381,3.96496341246,Thriller
mean-streets,5.71576735547,4.03693057813,Crime
mean-streets,5.71576735547,4.03693057813,Drama
meet-joe-black,5.84153982586,4.01412447598,Fantasy
meet-joe-black,5.84153982586,4.01412447598,Mystery
meet-joe-black,5.84153982586,4.01412447598,Romance
meet-joe-black,5.84153982586,4.01412447598,Drama
megamind,5.65136381399,4.08469519343,Animation
megamind,5.65136381399,4.08469519343,Action
megamind,5.65136381399,4.08469519343,Comedy
megamind,5.65136381399,4.08469519343,Family
megamind,5.65136381399,4.08469519343,Sci-Fi
men-in-black-3,5.65628527841,4.06440376303,Action
men-in-black-3,5.65628527841,4.06440376303,Comedy
men-in-black-3,5.65628527841,4.06440376303,Sci-Fi
men-in-black,5.53996502853,3.97355604638,Action
men-in-black,5.53996502853,3.97355604638,Comedy
men-in-black,5.53996502853,3.97355604638,Sci-Fi
metro,5.53968852459,4.01030163934,Action
metro,5.53968852459,4.01030163934,Thriller
metro,5.53968852459,4.01030163934,Drama
miami-vice,5.62066248106,4.01035722018,Action
miami-vice,5.62066248106,4.01035722018,Crime
miami-vice,5.62066248106,4.01035722018,Drama
miami-vice,5.62066248106,4.01035722018,Thriller
midnight-cowboy,5.6224586078,4.02785828734,Drama
midnight-express,5.46549271137,4.05135471331,Crime
midnight-express,5.46549271137,4.05135471331,Drama
midnight-express,5.46549271137,4.05135471331,Thriller
midnight-in-paris,5.99391483953,4.10965363839,Comedy
midnight-in-paris,5.99391483953,4.10965363839,Fantasy
midnight-in-paris,5.99391483953,4.10965363839,Romance
mighty-morphin-power-rangers-the-movie,5.63481858257,4.06132587318,Family
mighty-morphin-power-rangers-the-movie,5.63481858257,4.06132587318,Action
milk,5.65617104184,4.08721698113,Drama
mimic,5.4635409331,3.93772667254,Horror
mimic,5.4635409331,3.93772667254,Sci-Fi
mimic,5.4635409331,3.93772667254,Thriller
mini's-first-time,5.73749000951,4.05319124643,Comedy
mini's-first-time,5.73749000951,4.05319124643,Crime
mini's-first-time,5.73749000951,4.05319124643,Drama
mirrors,5.60555413079,3.950304085,Horror
mirrors,5.60555413079,3.950304085,Mystery
mirrors,5.60555413079,3.950304085,Thriller
mission-impossible-ii,5.54098974164,4.06830547112,Action
mission-impossible-ii,5.54098974164,4.06830547112,Adventure
mission-impossible-ii,5.54098974164,4.06830547112,Mystery
mission-impossible-ii,5.54098974164,4.06830547112,Thriller
mission-impossible,5.58262113127,3.89500533618,Action
mission-impossible,5.58262113127,3.89500533618,Adventure
mission-impossible,5.58262113127,3.89500533618,Thriller
mission-to-mars,5.6397125038,4.03543961059,Drama
mission-to-mars,5.6397125038,4.03543961059,Sci-Fi
mission-to-mars,5.6397125038,4.03543961059,Thriller
mission-to-mars,5.6397125038,4.03543961059,Adventure
moneyball,5.82324456688,3.99302418121,Drama
monkeybone,5.66028719127,4.02777522497,Animation
monkeybone,5.66028719127,4.02777522497,Fantasy
monkeybone,5.66028719127,4.02777522497,Comedy
monte-carlo,5.82403536658,3.95448440294,Adventure
monte-carlo,5.82403536658,3.95448440294,Comedy
monte-carlo,5.82403536658,3.95448440294,Romance
moon,5.71810726311,3.93064935065,Drama
moon,5.71810726311,3.93064935065,Mystery
moon,5.71810726311,3.93064935065,Sci-Fi
moon,5.71810726311,3.93064935065,Thriller
moonrise-kingdom,5.60724403532,3.86188803306,Comedy
moonrise-kingdom,5.60724403532,3.86188803306,Drama
moonrise-kingdom,5.60724403532,3.86188803306,Romance
moonstruck,5.84596865773,4.00639109698,Comedy
moonstruck,5.84596865773,4.00639109698,Romance
moonstruck,5.84596865773,4.00639109698,Drama
mr-blandings-builds-his-dream-house,5.71201913222,3.8838640246,Comedy
mr-brooks,5.67014904679,3.96206759099,Crime
mr-brooks,5.67014904679,3.96206759099,Drama
mr-brooks,5.67014904679,3.96206759099,Thriller
mr-deeds-goes-to-town,5.76598795382,3.97227706207,Comedy
mrs.-brown,5.66112810707,3.93830647364,Drama
mrs.-brown,5.66112810707,3.93830647364,Romance
mud,5.65513920241,3.89117983446,Drama
mulholland-drive,5.72034047667,3.93328459844,Drama
mulholland-drive,5.72034047667,3.93328459844,Horror
mulholland-drive,5.72034047667,3.93328459844,Mystery
mulholland-drive,5.72034047667,3.93328459844,Romance
mulholland-drive,5.72034047667,3.93328459844,Thriller
mumford,5.70483893196,3.99958656331,Comedy
mumford,5.70483893196,3.99958656331,Drama
music-of-the-heart,5.86990365018,4.03983324069,Drama
my-best-friend's-wedding,5.76942231392,4.06242977305,Comedy
my-best-friend's-wedding,5.76942231392,4.06242977305,Romance
my-mother-dreams-the-satan's-disciples-in-new-york,5.69585695007,3.98819838057,Short
my-week-with-marilyn,5.82915308352,4.00010082339,Drama
nashville,5.80657370518,4.00705748435,Drama
nashville,5.80657370518,4.00705748435,Musical
natural-born-killers,5.54588563695,4.0924023008,Action
natural-born-killers,5.54588563695,4.0924023008,Crime
natural-born-killers,5.54588563695,4.0924023008,Romance
natural-born-killers,5.54588563695,4.0924023008,Thriller
new-york-minute,5.65373866667,4.00082933333,Action
new-york-minute,5.65373866667,4.00082933333,Adventure
new-york-minute,5.65373866667,4.00082933333,Comedy
new-york-minute,5.65373866667,4.00082933333,Family
newsies,5.63389102256,4.06945031205,Family
newsies,5.63389102256,4.06945031205,Musical
next-friday,5.69764547091,4.0873905219,Comedy
next,5.58368253968,4.01460690943,Action
next,5.58368253968,4.01460690943,Sci-Fi
next,5.58368253968,4.01460690943,Thriller
nick-of-time,5.59950536062,4.05338450292,Crime
nick-of-time,5.59950536062,4.05338450292,Drama
nick-of-time,5.59950536062,4.05338450292,Thriller
nightbreed,5.41931010812,4.10757164922,Action
nightbreed,5.41931010812,4.10757164922,Fantasy
nightbreed,5.41931010812,4.10757164922,Horror
nightmare-on-elm-street-the-final-chapter,5.55905747551,3.96614304195,Comedy
nightmare-on-elm-street-the-final-chapter,5.55905747551,3.96614304195,Horror
nightmare-on-elm-street-the-final-chapter,5.55905747551,3.96614304195,Mystery
nine,5.76641381346,4.01913813459,Drama
nine,5.76641381346,4.01913813459,Musical
nine,5.76641381346,4.01913813459,Romance
ninja-assassin,5.5168910185,4.03587474928,Action
ninja-assassin,5.5168910185,4.03587474928,Crime
ninja-assassin,5.5168910185,4.03587474928,Drama
ninja-assassin,5.5168910185,4.03587474928,Thriller
no-country-for-old-men,5.49185372241,3.89655443322,Crime
no-country-for-old-men,5.49185372241,3.89655443322,Drama
no-country-for-old-men,5.49185372241,3.89655443322,Thriller
no-strings-attached,5.86087981147,4.13514008903,Comedy
no-strings-attached,5.86087981147,4.13514008903,Romance
oblivion,5.62847347995,3.97318240621,Action
oblivion,5.62847347995,3.97318240621,Adventure
oblivion,5.62847347995,3.97318240621,Sci-Fi
observe-and-report,5.68533285094,4.11333212735,Comedy
observe-and-report,5.68533285094,4.11333212735,Crime
observe-and-report,5.68533285094,4.11333212735,Drama
obsessed,5.76995280793,4.00679801793,Drama
obsessed,5.76995280793,4.00679801793,Thriller
oceans-eleven,5.6098677686,3.98588264463,Comedy
oceans-eleven,5.6098677686,3.98588264463,Thriller
oceans-eleven,5.6098677686,3.98588264463,Crime
oceans-twelve,5.70213281419,3.94433052131,Comedy
oceans-twelve,5.70213281419,3.94433052131,Crime
oceans-twelve,5.70213281419,3.94433052131,Thriller
one-flew-over-the-cuckoo's-nest,5.61467617579,3.90397070162,Drama
only-god-forgives,5.61546577458,4.10409675759,Crime
only-god-forgives,5.61546577458,4.10409675759,Drama
only-god-forgives,5.61546577458,4.10409675759,Thriller
ordinary-people,5.79647591921,4.00259451062,Drama
orphan,5.67070035461,4.04541843972,Drama
orphan,5.67070035461,4.04541843972,Horror
orphan,5.67070035461,4.04541843972,Mystery
out-of-sight,5.67623239981,3.9936066842,Comedy
out-of-sight,5.67623239981,3.9936066842,Crime
out-of-sight,5.67623239981,3.9936066842,Drama
out-of-sight,5.67623239981,3.9936066842,Romance
out-of-sight,5.67623239981,3.9936066842,Thriller
pandorum,5.44659321769,3.99127363651,Action
pandorum,5.44659321769,3.99127363651,Horror
pandorum,5.44659321769,3.99127363651,Sci-Fi
panic-room,5.57081614509,3.88596372688,Crime
panic-room,5.57081614509,3.88596372688,Drama
panic-room,5.57081614509,3.88596372688,Thriller
papadopoulos-&-sons,5.8563768595,4.04862479339,Comedy
papadopoulos-&-sons,5.8563768595,4.04862479339,Drama
paranorman,5.45435785288,4.01063220676,Animation
paranorman,5.45435785288,4.01063220676,Adventure
paranorman,5.45435785288,4.01063220676,Comedy
pariah,5.74992935278,3.89819963537,Drama
paul,5.67983833718,4.02640982574,Adventure
paul,5.67983833718,4.02640982574,Comedy
paul,5.67983833718,4.02640982574,Sci-Fi
peeping-tom,5.78575600143,3.86047653171,Drama
peeping-tom,5.78575600143,3.86047653171,Horror
peeping-tom,5.78575600143,3.86047653171,Thriller
peggy-sue-got-married,5.83283959806,4.07356159285,Comedy
perfect-creature,5.53833774017,4.01105587872,Action
perfect-creature,5.53833774017,4.01105587872,Drama
perfect-creature,5.53833774017,4.01105587872,Fantasy
perfect-creature,5.53833774017,4.01105587872,Horror
perfect-creature,5.53833774017,4.01105587872,Sci-Fi
pet-sematary-ii,5.48794699443,3.99594008066,Horror
pet-sematary,5.61795172645,3.92991283942,Horror
petulia,5.6757978022,4.0223956044,Drama
philadelphia,5.55760340885,4.03454167533,Drama
phone-booth,5.33767676768,4.24601010101,Thriller
pi,5.58437069505,3.96687226049,Sci-Fi
pi,5.58437069505,3.96687226049,Thriller
pineapple-express,5.4876124848,4.18883056344,Comedy
pineapple-express,5.4876124848,4.18883056344,Crime
pineapple-express,5.4876124848,4.18883056344,Thriller
pirates-of-the-caribbean-the-curse-of-the-black-pearl,5.58528069299,4.02979343662,Action
pirates-of-the-caribbean-the-curse-of-the-black-pearl,5.58528069299,4.02979343662,Adventure
pirates-of-the-caribbean-the-curse-of-the-black-pearl,5.58528069299,4.02979343662,Comedy
pitch-black,5.51298335781,4.06786343612,Horror
pitch-black,5.51298335781,4.06786343612,Sci-Fi
pitch-black,5.51298335781,4.06786343612,Thriller
platinum-blonde,5.76945885006,3.93942502818,Comedy
platinum-blonde,5.76945885006,3.93942502818,Romance
pleasantville,5.80509831659,3.91803791201,Comedy
pleasantville,5.80509831659,3.91803791201,Drama
pleasantville,5.80509831659,3.91803791201,Fantasy
point-break,5.5658866385,4.08889115547,Action
point-break,5.5658866385,4.08889115547,Crime
point-break,5.5658866385,4.08889115547,Adventure
point-break,5.5658866385,4.08889115547,Thriller
point-break,5.5658866385,4.08889115547,Drama
precious,5.73982930299,3.96046738468,Drama
predator,5.41807314196,4.07149233189,Action
predator,5.41807314196,4.07149233189,Horror
predator,5.41807314196,4.07149233189,Sci-Fi
predator,5.41807314196,4.07149233189,Thriller
pretty-woman,5.82967499492,4.00446272598,Comedy
pretty-woman,5.82967499492,4.00446272598,Romance
pride-and-prejudice,5.89870014771,3.97915620384,Drama
pride-and-prejudice,5.89870014771,3.97915620384,Romance
priest,5.51878508342,4.0440686948,Action
priest,5.51878508342,4.0440686948,Horror
priest,5.51878508342,4.0440686948,Sci-Fi
prom-night,5.61093719492,3.94808330622,Horror
prom-night,5.61093719492,3.94808330622,Mystery
prom-night,5.61093719492,3.94808330622,Thriller
prometheus,5.46941700269,4.02502352151,Adventure
prometheus,5.46941700269,4.02502352151,Mystery
prometheus,5.46941700269,4.02502352151,Sci-Fi
psycho,5.6642587832,3.87805912596,Horror
psycho,5.6642587832,3.87805912596,Thriller
public-enemies,5.56780473825,4.03404470768,Crime
public-enemies,5.56780473825,4.03404470768,Drama
public-enemies,5.56780473825,4.03404470768,Thriller
pulp-fiction,5.61757304711,4.0883064997,Action
pulp-fiction,5.61757304711,4.0883064997,Crime
pulp-fiction,5.61757304711,4.0883064997,Drama
pulp-fiction,5.61757304711,4.0883064997,Thriller
purple-rain,5.71120456012,4.05313830931,Drama
purple-rain,5.71120456012,4.05313830931,Music
quantum-project,5.67280881196,3.97336742722,Drama
quantum-project,5.67280881196,3.97336742722,Short
queen-of-the-damned,5.71313664596,4.12061457993,Horror
rachel-getting-married,5.84040091931,4.05303881512,Drama
rachel-getting-married,5.84040091931,4.05303881512,Romance
raging-bull,5.63713511259,4.13655337781,Drama
raising-arizona,5.63109886202,3.99882290185,Comedy
rambling-rose,5.62990070019,4.12896626353,Drama
rear-window,5.73648143824,3.87276908709,Thriller
rear-window,5.73648143824,3.87276908709,Mystery
red-riding-hood,5.61422682206,4.02173073578,Fantasy
red-riding-hood,5.61422682206,4.02173073578,Horror
red-riding-hood,5.61422682206,4.02173073578,Mystery
reindeer-games,5.58893117553,4.04386448515,Crime
reindeer-games,5.58893117553,4.04386448515,Thriller
reindeer-games,5.58893117553,4.04386448515,Action
reindeer-games,5.58893117553,4.04386448515,Drama
remember-me,5.76216624685,3.97657888711,Drama
remember-me,5.76216624685,3.97657888711,Romance
reservoir-dogs,5.51881466017,4.16489909534,Action
reservoir-dogs,5.51881466017,4.16489909534,Crime
reservoir-dogs,5.51881466017,4.16489909534,Thriller
revolutionary-road,5.78779605263,4.02283906883,Drama
revolutionary-road,5.78779605263,4.02283906883,Romance
ringu,5.67202465331,3.86473959938,Horror
ringu,5.67202465331,3.86473959938,Mystery
ringu,5.67202465331,3.86473959938,Thriller
rise-of-the-guardians,5.73802699343,3.9839833067,Animation
rise-of-the-guardians,5.73802699343,3.9839833067,Adventure
rise-of-the-guardians,5.73802699343,3.9839833067,Family
rise-of-the-planet-of-the-apes,5.62448415716,3.96806337136,Action
rise-of-the-planet-of-the-apes,5.62448415716,3.96806337136,Drama
rise-of-the-planet-of-the-apes,5.62448415716,3.96806337136,Sci-Fi
rko-281,5.69294687791,4.06347623486,Drama
robin-hood-prince-of-thieves,5.43010839642,4.17516861666,Action
robin-hood-prince-of-thieves,5.43010839642,4.17516861666,Adventure
robin-hood-prince-of-thieves,5.43010839642,4.17516861666,Drama
rocknrolla,5.63418880183,4.05009554749,Action
rocknrolla,5.63418880183,4.05009554749,Comedy
rocknrolla,5.63418880183,4.05009554749,Crime
romeo-&-julie,5.61869768246,4.11036665514,Crime
romeo-&-julie,5.61869768246,4.11036665514,Drama
romeo-&-julie,5.61869768246,4.11036665514,Romance
ronin,5.54552736751,4.09278887924,Action
ronin,5.54552736751,4.09278887924,Crime
ronin,5.54552736751,4.09278887924,Thriller
room,5.78841266513,3.89917592787,Drama
roughshod,5.66149068323,3.89258855128,Western
runaway-bride,5.85210265811,3.99187351054,Comedy
runaway-bride,5.85210265811,3.99187351054,Romance
rush-hour-2,5.6601376981,4.10212782541,Action
rush-hour-2,5.6601376981,4.10212782541,Comedy
rush-hour-2,5.6601376981,4.10212782541,Crime
rush,5.64244196632,4.11472234866,Action
rush,5.64244196632,4.11472234866,Drama
rushmore,5.71635425623,3.91095012898,Comedy
rushmore,5.71635425623,3.91095012898,Romance
rust-and-bone,5.70437864887,3.96362176814,Drama
rust-and-bone,5.70437864887,3.96362176814,Romance
s.-darko,5.65188051595,3.9712740439,Crime
s.-darko,5.65188051595,3.9712740439,Mystery
